"addon"
{
	"DOTA_GoodGuys"   								"Good Guys"
		"DOTA_TOOLTIP_ABILITY_item_stoneofinity_bonus_all_stats" 	"+$all"
		"DOTA_TOOLTIP_ABILITY_item_stoneofinity_bonus_mana_regen" 	"+$mana_regen"
		"DOTA_TOOLTIP_ABILITY_item_stoneofinity_bonus_damage" 		"+$damage"
		"DOTA_TOOLTIP_ABILITY_item_stoneofinity_duration" 	"NIGHTMARЕ DURATION:"
		"DOTA_TOOLTIP_ABILITY_item_aether" 				"Reality Gem"
		"DOTA_TOOLTIP_ABILITY_item_aether_Lore"  "The artifact which allows you to control the properties of reality"
		"DOTA_TOOLTIP_ABILITY_item_aether_Description"  "Activated: PHASE TRANSITION - For 6 seconds, shifts the phase of the target, sending its physical form in another reality. The phased unit is invulnerable"
		"DOTA_TOOLTIP_ABILITY_item_aether_bonus_all_stats" 	"+$all"
		"DOTA_TOOLTIP_ABILITY_item_aether_bonus_mana_regen" 	"%+$mana_regen"
		"DOTA_TOOLTIP_ABILITY_item_aether_duration" 	"PHASE TRANSITION DURATION:"
		"DOTA_TOOLTIP_ABILITY_item_soul" "Soul Gem"
		"DOTA_TOOLTIP_ABILITY_item_soul_Lore"							"Artifact that can control the soul of the enemy."
		"DOTA_TOOLTIP_ABILITY_item_soul_Description" 					"Activated: Intoxication - Seduces the soul of the enemy, luring him to your side for a while. The enemy can attack their former allies and is wholly owned by the other team. They lose all vision and cannot cast spells."
		"DOTA_TOOLTIP_ABILITY_item_soul_soul_reverse_duration"			"DURATION"
		"DOTA_TOOLTIP_ABILITY_item_soul_stats"							"+$all"
		"DOTA_TOOLTIP_ABILITY_item_soul_armor"							"+$armor"
		"DOTA_TOOLTIP_ABILITY_item_demon_shard" 						"Demon Shard"
		"DOTA_TOOLTIP_ABILITY_item_demon_shard_Description" 			"<h1>Passive: Critical Strike</h1>Grants each attack a %crit_chance%%% chance to deal %crit_bonus%%% damage."
		"DOTA_TOOLTIP_ABILITY_item_demon_shard_all_stats" 				"+$all"
		"DOTA_TOOLTIP_ABILITY_item_demon_shard_bonus_attack_speed" 		"+$attack"
		"DOTA_TOOLTIP_ABILITY_item_demon_shard_bonus_damage"		    "+$damage"
		"DOTA_TOOLTIP_ABILITY_item_demon_shard_crit_chance" 			"%CRIT CHANCE:"
		"DOTA_TOOLTIP_ABILITY_item_demon_shard_crit_bonus" 				"%CRIT:"
		"DOTA_TOOLTIP_ABILITY_item_demon_shard_Lore" 					"This flaming sword belongs to Lucifer, Soul Eater. This is the most powerful sword, the dream of all knights."
		"DOTA_TOOLTIP_ABILITY_item_glove_of_the_creator"	 "Infinity Gauntlet"
		"DOTA_TOOLTIP_ABILITY_item_glove_of_the_creator_Lore" "The Gauntlet that holds all the Infinity Gems, it gives the owner the power that even gods themselves feared to control."
		"DOTA_TOOLTIP_ABILITY_item_glove_of_the_creator_Description"	"Activated: Touch of God - It gives the wearer absolute power for 5 seconds."
		"DOTA_TOOLTIP_ABILITY_item_glove_of_the_creator_all"     "+$all"
		"DOTA_TOOLTIP_ABILITY_item_glove_of_the_creator_mana"     "%+$mana_regen"
		"DOTA_TOOLTIP_ABILITY_item_glove_of_the_creator_health"     "+$hp_regen"
		"DOTA_TOOLTIP_ABILITY_item_glove_of_the_creator_as"    		 "+$attack"
		"DOTA_TOOLTIP_ABILITY_item_glove_of_the_creator_armor"     "+$armor"
		"DOTA_TOOLTIP_ABILITY_item_glove_of_the_creator_duration"     "Touch of God duration:"
		"DOTA_TOOLTIP_ABILITY_item_kislota" "Acid"
		"DOTA_TOOLTIP_ABILITY_item_kislota_Description" "Slows down and reduces armor"  
		"DOTA_Tooltip_ability_item_necronomicon_4"										"Oghma Infinium"
		"DOTA_Tooltip_ability_item_necronomicon_4_Description"							"Activated: ASTRAL SUMMON - Calls a Necronomicon Warrior and a Necronomicon Archer to fight on your side. Their strength and agility are increased along with the level of Necronomicon."
		"DOTA_Tooltip_ability_item_necronomicon_4_Lore"									"This is a great and mysterious Book of Knowledge, written by the sage-magician Ksarksesom and filled with the knowledge that he has received from Hermaeus Mora."	
		"DOTA_Tooltip_ability_item_necronomicon_4_bonus_intellect"						"+$int"
		"DOTA_Tooltip_ability_item_necronomicon_4_bonus_strength"							"+$str"
		"DOTA_Tooltip_ability_item_necronomicon_4_summon_duration"							"DURATION:"
		"DOTA_Tooltip_ability_item_necronomicon_4_warrior_health"					"PET's HEALTH:"
		"DOTA_TOOLTIP_ABILITY_item_ds" "Dreamer's Orchid"
		"DOTA_TOOLTIP_ABILITY_item_ds_Lore" "Any dream can become reality"  
		"DOTA_TOOLTIP_ABILITY_item_ds_Description"	"Activated: ANCIENT CURSE - Disarms and silences the target, and also amplifies the damage it takes by 25 percent."
		"DOTA_TOOLTIP_ABILITY_item_ds_bonus_health"	"+$health"
		"DOTA_TOOLTIP_ABILITY_item_ds_bonus_int"	"+$int"
		"DOTA_TOOLTIP_ABILITY_item_ds_bonus_health_regen"	"+$hp_regen"	
		"DOTA_TOOLTIP_ABILITY_item_ds_bonus_mana_regen"	"%+$mana_regen"
		"DOTA_TOOLTIP_ABILITY_item_ds_duration"		"DURATION ANCIENT CURSE:"
		"DOTA_TOOLTIP_ABILITY_item_ds_incoming_damage"	"%BONUS DAMAGE"
		"DOTA_TOOLTIP_ABILITY_item_rd" "Rose of Despair"
		"DOTA_TOOLTIP_ABILITY_item_rd_Lore" "The ancient artifact that was forged from the core of a neutron star."
		"DOTA_TOOLTIP_ABILITY_item_rd_Description" "Activated: DESPAIR - Gives invisibility, during which you can attack without revealing yourself."  
		"DOTA_TOOLTIP_ABILITY_item_rd_bonus_all_stats"	"+$all"
		"DOTA_TOOLTIP_ABILITY_item_rd_bonus_damage"		"+$damage"
		"DOTA_TOOLTIP_ABILITY_item_rd_bonus_attack_speed"		"+$attack"
		"DOTA_TOOLTIP_ABILITY_item_rd_duration"		"DURATION DESPAIR:"
		"DOTA_TOOLTIP_ABILITY_item_greater_axe" 				"Sword of Ethernal Fire"
		"DOTA_TOOLTIP_ABILITY_item_greater_axe_Lore" 			"The ancient sword that Nevermore used to collect the souls of mortals"
		"DOTA_TOOLTIP_ABILITY_item_greater_axe_Description" 	"Passive: Lucifer's Touch: Each attack breaks the soul of the enemy, causing 64 pure damage."
		"DOTA_TOOLTIP_ABILITY_item_greater_axe_all_stats_bonus"	"+$all"
		"DOTA_TOOLTIP_ABILITY_item_greater_axe_bonus_damage"	"+$damage"
		"DOTA_TOOLTIP_ABILITY_item_greater_axe_attck_speed"		"+$attack"
		"DOTA_TOOLTIP_ABILITY_item_sea" "Shine Of Sea"
		"DOTA_TOOLTIP_ABILITY_item_sea_Description" "Protection fueled by power of the sea.
		"DOTA_Tooltip_ability_item_sea_Lore"								"God of Sea gives you protection."
		"DOTA_Tooltip_ability_item_sea_armor"							"ARMOR BONUS"
		"DOTA_Tooltip_ability_item_sea_manaregen"							"BONUS MANA REGEN:"
		"DOTA_Tooltip_ability_item_sea_all"							"BONUS ALL STATS:"
		"DOTA_Tooltip_ability_item_sea_bonus_damage"							"BONUS DAMAGE:"
		"DOTA_TOOLTIP_ABILITY_item_blink_2" "Blink Dagger II"
		"DOTA_TOOLTIP_ABILITY_item_blink_2_Description" "Teleport to a target point up to 1450 units away."
		"DOTA_Tooltip_ability_item_blink_2_all"							"ALL STATS:"
		"DOTA_TOOLTIP_ABILITY_item_demon_shard_2" 				 "Blade of Darkness"
		"DOTA_TOOLTIP_ABILITY_item_demon_shard_2_Description"    "<h1>Passive: Critical Strike</h1>Grants each attack a %crit_chance%%% chance to deal %crit_bonus%%% damage. \n<h1>Passive: Cleave</h1> Deals %percent_cleave%%% of attack damage as physical damage in a cone up to 400 around the target."
		"DOTA_TOOLTIP_ABILITY_item_demon_shard_2_bonus_damage"   "+$damage"
		"DOTA_TOOLTIP_ABILITY_item_demon_shard_2_all"			 "+$all"
		"DOTA_TOOLTIP_ABILITY_item_demon_shard_2_crit_chance" 	 "%CRIT CHANCE:"
		"DOTA_TOOLTIP_ABILITY_item_demon_shard_2_crit_bonus" 	 "%CRITICAL DAMAGE"
		"DOTA_TOOLTIP_ABILITY_item_demon_shard_2_percent_cleave" "%CLEAVE"
		"DOTA_TOOLTIP_ABILITY_item_demon_shard_2_as" 			 "+$attack"
		"DOTA_TOOLTIP_ABILITY_item_demon_shard_Lore"	         "The sword belonged to the generation of darkness, who are older than the universe itself"
		"DOTA_Tooltip_ability_item_vermilion_robe"                                        "Vermilion Robe"
		"DOTA_Tooltip_ability_item_vermilion_robe_Description"                            "Activated: Metaphysic Shell - Creates an abstract shield around friendly characters that blocks 40% of all incoming damage (except hp removal)."
		"DOTA_Tooltip_ability_item_vermilion_robe_bonus_health"                           "+$health"
		"DOTA_Tooltip_ability_item_vermilion_robe_bonus_health_regen"                     "+$hp_regen"
		"DOTA_Tooltip_ability_item_vermilion_robe_bonus_all_stats"                        "+$all"
		"DOTA_Tooltip_ability_item_vermilion_robe_bonus_armor"                            "+$armor"
		"DOTA_Tooltip_ability_item_vermilion_robe_block_damage_melee"                     "BLOCK DAMAGE:"
		"DOTA_Tooltip_ability_item_vermilion_robe_active_duration"                        "ACTIVE DURATION:"
		"DOTA_Tooltip_ability_item_vermilion_robe_bonus_aoe_radius"                       "AOE RADIUS:"
		"DOTA_Tooltip_ability_item_vermilion_robe_block_damage"                           "%ACTIVE DAMAGE REDUCTION:"
		"DOTA_TOOLTIP_ABILITY_item_octarine_core_2" 					"The Core Of Fate"
		"DOTA_TOOLTIP_ABILITY_item_octarine_core_2_Lore"			    "Powerful artifact belonging to Oracle!" 
		"DOTA_TOOLTIP_ABILITY_item_octarine_core_2_Description" 		"Activated: Magical Rage - For a few seconds reduces ability cast points, as well as increases their damage. \nPassive: Spell Lifesteal - A percentage of damage caused by spells is returned to the caster as health"
		"DOTA_TOOLTIP_ABILITY_item_octarine_core_2_hero_lifesteal" 		"%SPELL LIFESTEAL:"
		"DOTA_TOOLTIP_ABILITY_item_octarine_core_2_Note1" 				"Does not stack with Octarine Core."
		"DOTA_TOOLTIP_ABILITY_item_octarine_core_2_bonus_all_stats" 	"+$all"
		"DOTA_TOOLTIP_ABILITY_item_octarine_core_2_bonus_health" 		"+$health"
		"DOTA_TOOLTIP_ABILITY_item_octarine_core_2_bonus_mana" 			"+$mana"
		"DOTA_TOOLTIP_ABILITY_item_octarine_core_2_bonus_health_regen"  "+$hp_regen"
		"DOTA_TOOLTIP_ABILITY_item_octarine_core_2_bonus_mana_regen" 	"%+$mana_regen"
		"DOTA_TOOLTIP_ABILITY_item_octarine_core_2_bonus_cooldown"	    "%+$cooldown_reduce"
		"DOTA_TOOLTIP_ABILITY_item_octarine_core_2_bonus_mana_cost"	    "%+$mana_cost_perc"
		"DOTA_TOOLTIP_ABILITY_item_octarine_core_2_active_magical_damage" "%Magical Rage BONUS DAMAGE:"
		"DOTA_TOOLTIP_ABILITY_item_octarine_core_2_active_cast_point"	  "%CAST POINT REDUCE:"
		"DOTA_TOOLTIP_ABILITY_item_octarine_core_2_active_duration"	    "Magical Rage DURATION:"
		"DOTA_Tooltip_ability_item_twisted_axe"                                           "Twisted Axe"
		"DOTA_Tooltip_ability_item_twisted_axe_Description"                               "Activated: Push - Pushes the enemy to 1,200 range, and allows you to attack the target without range restrictions."
		"DOTA_Tooltip_ability_item_twisted_axe_bonus_all_stats"                           "+$all"
		"DOTA_Tooltip_ability_item_twisted_axe_bonus_damage"                              "+$damage"
		"DOTA_Tooltip_ability_item_twisted_axe_bonus_health_regen"                        "+$hp_regen"
		"DOTA_Tooltip_ability_item_twisted_axe_minibash_chance"                           "%MINIBASH CHANCE:"
		"DOTA_Tooltip_ability_item_twisted_axe_minibash_damage"                           "MINIBASH DAMAGE:"
		"DOTA_Tooltip_ability_item_twisted_axe_push_length"                               "PUSH LENGTH:"
		"DOTA_Tooltip_ability_item_twisted_axe_range_duration"                            "RANGE DURATION:"
		"DOTA_TOOLTIP_ABILITY_item_travel" "Boots of Azgalor"
		"DOTA_TOOLTIP_ABILITY_item_travel_Description" "The lost boot of Pit Lord himself.
		"DOTA_Tooltip_ability_item_travel_chanell"							"CHANNEL:"
		"DOTA_Tooltip_ability_item_travel_all"			"+$all"
		"DOTA_Tooltip_ability_item_travel_move"			"+$move_speed"
		"DOTA_Tooltip_ability_item_ruby_sphere" "Ruby Sphere of Exile"
		"DOTA_Tooltip_ability_item_ruby_sphere_Description"					  "Activated - ECHO SHELL II: Creates a mental shield that reflects all the damage back to all enemies within a radius of 475.(Converts all incoming damage types to <font color=\"#70EA72\">health removal</font>)"
		"DOTA_TOOLTIP_ABILITY_item_ruby_sphere_bonus_intellect"    			 "+$int"
		"DOTA_TOOLTIP_ABILITY_item_ruby_sphere_bonus_armor"   				 "+$armor"
		"DOTA_TOOLTIP_ABILITY_item_ruby_sphere_bonus_damage"     			 "+$damage"
		"DOTA_TOOLTIP_ABILITY_item_ruby_sphere_bonus_mana_regen"     		 "%+$mana_regen"
		"DOTA_Tooltip_ability_item_ruby_sphere_duration"					"ECHO DURATION:"
		"DOTA_Tooltip_ability_item_ruby_sphere_Lore"						"The jewel at its center still reflects a pale image of its creator."
		"DOTA_TOOLTIP_ABILITY_item_desolator_2" 						"Desolator II"
		"DOTA_TOOLTIP_ABILITY_item_desolator_2_Description" 			"Passive: Corruption: Reduces enemy armor."
		"DOTA_TOOLTIP_ABILITY_item_desolator_2_Lore" 					"Death scythe returns."
		"DOTA_TOOLTIP_ABILITY_item_desolator_2_bonus_damage"     		"+$damage"
		"DOTA_TOOLTIP_ABILITY_item_desolator_2_corruption_armor"    	"ARMOR REDUC.:"
		"DOTA_TOOLTIP_ABILITY_item_infinity_sword" 						"The Infinity Sword"
		"DOTA_TOOLTIP_ABILITY_item_infinity_sword_Description" 			 "Activated: CRYSTAL RIFT - It opens the dark rift, transferring all units to another point close to the portal."
		"DOTA_TOOLTIP_ABILITY_item_infinity_sword_Lore" 				 "The most powerful sword in the Universe."
		"DOTA_TOOLTIP_ABILITY_item_infinity_sword_damage_bonus" 	 	 "+$damage"
		"DOTA_TOOLTIP_ABILITY_item_infinity_sword_all"    				 "+$all"
		"DOTA_TOOLTIP_ABILITY_item_infinity_sword_as"  				     "+$attack"
		"DOTA_TOOLTIP_ABILITY_item_infinity_sword_tesseract_duration"    "PORTAL DURATION:"
		"DOTA_TOOLTIP_ABILITY_item_infinity_sheild" 						"The Infinity Shield"
		"DOTA_TOOLTIP_ABILITY_item_infinity_sheild_Description" 			"Activated: CRYSTAL SHIELD: Creates a divine barrier impenetrable for attacks and returns damage back to the attacker."
		"DOTA_TOOLTIP_ABILITY_item_infinity_sheild_Lore" 					"Immortal Zeus's shield carries its golden glow through the billions of stars."
		"DOTA_TOOLTIP_ABILITY_item_infinity_sheild_bonus_damage" 			"+$damage"
		"DOTA_TOOLTIP_ABILITY_item_infinity_sheild_all"     				"+$all"
		"DOTA_TOOLTIP_ABILITY_item_infinity_sheild_as"     					"+$attack"
		"DOTA_TOOLTIP_ABILITY_item_infinity_sheild_reflect_duration"        "CRYSTAL SHIELD DURATION:"
		"DOTA_TOOLTIP_ABILITY_item_inf_balvanka" "Infinity Gauntlet Base"
		"DOTA_TOOLTIP_ABILITY_item_inf_balvanka_Description" "Passive: INFINITY: Converts all gems to the infinity gauntlet."
		"DOTA_TOOLTIP_ABILITY_item_inf_balvanka_Lore"    "The element of Primal Destruction"
		"DOTA_TOOLTIP_ABILITY_item_inf_balvanka_info"     "<font color=\"#CD00CD\">This item drops from the YAZ boss, and can be received only once per game.</font>"
		"DOTA_TOOLTIP_ABILITY_item_frostandscyche"       "Frost and Death"
		"DOTA_TOOLTIP_ABILITY_item_frostandscyche_Description" "Passive: DEATH RIFT: If the caster's health drops to zero then he is transported to the astral plane, where he restores hp and mana after 5 seconds."
		"DOTA_TOOLTIP_ABILITY_item_frostandscyche_Lore" "King and Death - we now have a complete set."
		"DOTA_TOOLTIP_ABILITY_item_frostandscyche_damage_bonus" "DAMAGE BONUS:"
		"DOTA_TOOLTIP_ABILITY_item_frostandscyche_all"     "ALL STATS:"
		"DOTA_TOOLTIP_ABILITY_item_frostandscyche_as"     "ATTACK SPEED:"
		"DOTA_TOOLTIP_ABILITY_item_frostandscyche_armor"     "ARMOR BONUS:"
		"DOTA_TOOLTIP_ABILITY_item_rapier_ethereal"       					"Ethereal Rapier"
		"DOTA_TOOLTIP_ABILITY_item_rapier_ethereal_Description" 			"Passive: SPELL GOD: Doubles all ability damage. It can crit from Soul Medallion. Item drops after death."
		"DOTA_TOOLTIP_ABILITY_item_rapier_ethereal_Lore" 					"What do we have here?"
		"DOTA_TOOLTIP_ABILITY_item_rapier_ethereal_dmg"  					"<font color=\"#CD00CD\">+100% SPELL DAMAGE</font>"
		"DOTA_TOOLTIP_ABILITY_item_rapier_ancient"       "Ancient Blade"
		"DOTA_TOOLTIP_ABILITY_item_rapier_ancient_Description" "Passive: DEATH STRIKE: Increases attack damage. Item drops after death."
		"DOTA_TOOLTIP_ABILITY_item_rapier_ancient_Lore" "The sword, passed down from generation to generation."
		"DOTA_TOOLTIP_ABILITY_item_rapier_ancient_dmg"  "+$damage"
		"DOTA_Tooltip_ability_item_frostmourne"                                           "Frostmourne"
		"DOTA_Tooltip_ability_item_frostmourne_Description"                               "Passive: SOUL STOLE - Brings you to life with full health and mana 3 seconds after you die, at the location where you died, if Frostmourne was off cooldown, as well as within a radius of 900 for each dead enemy Frostmourne will receive bonus damage, taking the soul of the enemy. \nPassive: Cold Attack - Your attack will slow the movement speed and attack speed of target."
		"DOTA_Tooltip_ability_item_frostmourne_Lore"                          		      "Frostmourne hungers!"
		"DOTA_Tooltip_ability_item_frostmourne_bonus_all_stats"                           "+$all"
		////"DOTA_Tooltip_ability_item_frostmourne_bonus_health"                              "+$health"
		////"DOTA_Tooltip_ability_item_frostmourne_bonus_mana"                                "+$mana"
		///"DOTA_Tooltip_ability_item_frostmourne_bonus_damage"                              "+$damage"
		"DOTA_Tooltip_ability_item_frostmourne_cold_movement_speed"                       "MOVEMENT SPEED SLOW:"
		"DOTA_Tooltip_ability_item_frostmourne_cold_attack_speed"                         "ATTACK SPEED SLOW:"
		"DOTA_Tooltip_ability_item_frostmourne_cold_attack_damage"                        "COLD ATTACK DAMAGE:"
		"DOTA_Tooltip_ability_item_frostmourne_soul_stole_stack_damage"                   "SOUL STOLE STACK DAMAGE:"
		"DOTA_Tooltip_ability_item_frostmourne_soul_stole_range"                          "SOUL STOLE RANGE:"
		"DOTA_TOOLTIP_ABILITY_item_treasure"     			  "GABENS CHEST"
		"DOTA_TOOLTIP_ABILITY_item_treasure_Description"      "<font color=\"#FFDEAD\">ANY DOTA 2 ITEM.</font> \n\n<font color=\"#6495ED\">RARE:GEM OF TRUE SIGHT, RAPER, ETHEREAL RAPIER, ANCIENT BLADE.</font> \n\n<font color=\"#FFFF00\">ULTRA RARE(5%):ETHERNAL BLINK.</font>"
		"DOTA_TOOLTIP_ABILITY_item_treasure_Lore"			  "What is here?"
		"DOTA_TOOLTIP_ABILITY_item_bfury_lg"       "Eternal Battlefury"
		"DOTA_TOOLTIP_ABILITY_item_bfury_lg_Description" "Passive: GREAT CLEAVE: Cleaves for 200% in a radius of 320. Item drops after death."
		"DOTA_TOOLTIP_ABILITY_item_bfury_lg_dmg"  "<font color=\"#CD00CD\">BONUS DAMAGE:</font>"
		"DOTA_TOOLTIP_ABILITY_item_bfury_lg_cleave"  "<font color=\"#CD00CD\">CLEAVE:</font>"
		"DOTA_TOOLTIP_ABILITY_item_ethernal_blink"       "Eternal Blink"
		"DOTA_TOOLTIP_ABILITY_item_ethernal_blink_Description" "Activated: ETERNAL BLINK: Teleports to any place on the map. Item drops after death."
		"DOTA_TOOLTIP_ABILITY_item_ethernal_blink_max_blink_range"  "<font color=\"#CD00CD\">BLINK RANGE:</font>"
		"DOTA_Tooltip_ability_item_moon_shard_marvel"									"Moon Shard"
		"DOTA_Tooltip_ability_item_moon_shard_marvel_Description"						"Usage: Consume the Moon Shard and permanently increase attack speed by %consumed_as%. <Font color = '# FF7800'> Stacks unlimited number of times.</ font>\nPasssive:. Shade Sight - Gives %bonus_night_vision% bonus night vision."
		"DOTA_Tooltip_ability_item_moon_shard_marvel_Lore"								"Said to be a tear from the lunar goddess Selemene."
		"DOTA_Tooltip_ability_item_moon_shard_marvel_bonus_attack_speed"				"+$attack"
		"DOTA_Tooltip_ability_item_moon_shard_marvel_consumed_bonus"					"CONSUMED AS:"
		"DOTA_Tooltip_ability_item_ethernal_radiance_blade"									"Eternal Radiance Blade"
		"DOTA_Tooltip_ability_item_ethernal_radiance_blade_Description"						"Use: Absorbs Eternal Radiance Blade and permanently increases attack damage by% consumed_damage%. <Font color = '# FF7800'> Stacks unlimited number of times. Can be used on allies. </ Font>"
		"DOTA_Tooltip_ability_item_ethernal_radiance_blade_Lore"							"Lucifer used this sword."
		"DOTA_Tooltip_ability_item_ethernal_radiance_blade_damage"							"+$damage"
		"DOTA_Tooltip_ability_item_ethernal_radiance_blade_consumed_damage"					"CONSUMED DAMAGE:"
		"DOTA_Tooltip_ability_item_ultimate_dagon" "Eternal Dagon Staff"
		"DOTA_Tooltip_ability_item_ultimate_dagon_Description"						"Activated - MENTHAL BLAST: Inflicts a powerful energy blast that deals damage based on the maximum health pool of target."
		"DOTA_TOOLTIP_ABILITY_item_ultimate_dagon_all"    					 "ALL STATS BONUS:"
		"DOTA_TOOLTIP_ABILITY_item_ultimate_dagon_damage"   				 "%DAMAGE BY MAX.HEALTH:"
		"DOTA_Tooltip_ability_item_ultimate_dagon_Lore"					  	"Staff of power."
		"DOTA_TOOLTIP_ABILITY_item_time" "Time Gem"
		"DOTA_TOOLTIP_ABILITY_item_time_Description" 				 "<h1>Active: Infinity Loop</h1> Creates a new time stream for you, allowing you to unwind the suspended time line at each death while the ability lasts."
		"DOTA_TOOLTIP_ABILITY_item_time_Lore" 						 "One of theInfinity Stones, gives you the ability to control time."
		"DOTA_TOOLTIP_ABILITY_item_time_bonus_stats"    			 "+$all"
		"DOTA_Tooltip_ability_item_time_bonus_health_regen"          "+%hp_regen"
		"DOTA_Tooltip_ability_item_time_bonus_damage"                "+%damage"
		"DOTA_Tooltip_ability_item_time_duration"					 "DURATION:"
		"DOTA_TOOLTIP_ABILITY_item_axe_of_phractos"									 "Axe of Phractos"
		"DOTA_TOOLTIP_ABILITY_item_axe_of_phractos_Description" 				     "Aura: PHRACTATION - Scorches nearby enemies for 25 magic damage + a portion of their maximum health in a 700 radius."
		"DOTA_TOOLTIP_ABILITY_item_axe_of_phractos_Lore" 							 "Great fire axe, which brings death to every foe."
		"DOTA_TOOLTIP_ABILITY_item_axe_of_phractos_bonus_damage"    				 "+$damage"
		"DOTA_TOOLTIP_ABILITY_item_axe_of_phractos_bonus_attack_speed"   		 	 "+$attack"
		"DOTA_TOOLTIP_ABILITY_item_axe_of_phractos_bash_chance"     				 "%BASH CHANCE:"
		"DOTA_Tooltip_ability_item_axe_of_phractos_burn_damage"						 "%BURN DAMAGE:"
		"DOTA_Tooltip_ability_item_axe_of_phractos_all"								 "+$all"
		"DOTA_TOOLTIP_ABILITY_item_ego_gem"								 "Ego Gem"
		"DOTA_TOOLTIP_ABILITY_item_ego_gem_Description" 				"Activated - SUPER ILLUSION: Creates a super illusion that deals 100% damage and receives the same amount."
		"DOTA_TOOLTIP_ABILITY_item_ego_gem_Lore" 						"One of the stones of infinity, allows you to control the power of thought."
		"DOTA_TOOLTIP_ABILITY_item_ego_gem_all"    			 			"BONUS STATS:"
		"DOTA_TOOLTIP_ABILITY_item_ego_gem_speed"   		 			 "BONUS ATTACK SPEED:"
		"DOTA_TOOLTIP_ABILITY_item_ego_gem_regen"     					 "MANA REGEN:"
		"DOTA_Tooltip_ability_item_ego_gem_duration"					 "ILLUSION DUR.:"
		"DOTA_Tooltip_ability_item_venom_2"			"Orb of Venom II"
		"DOTA_Tooltip_ability_item_venom_2_Description"	"Passive: Poison Attack - Poisons the target, dealing damage over time and slowing movement based on whether the equipped hero is melee or ranged."
		"DOTA_Tooltip_ability_item_venom_2_Lore"	"Envenoms your weapon with the venom of a venomous viper."
		"DOTA_Tooltip_ability_item_venom_2_poison_damage_per_second"	"POISON DAMAGE PER SECOND:"
		"DOTA_Tooltip_ability_item_venom_2_poison_movement_speed_melee"	"%POISON SLOW:"
		"DOTA_Tooltip_ability_item_venom_2_poison_duration"	"POISON DURATION:"
		"DOTA_Tooltip_ability_item_skadi_2"										"The Hookblade of Skadi"
		"DOTA_Tooltip_ability_item_skadi_2_Description"							"Passive: Cold Attack II - Each attack slows the movement and attack speed of the target. The duration of the slow is based on whether the equipped hero is melee or ranged.\n\nHookblade of Skadi is a Unique Attack Modifier, and does not stack with other Unique Attack Modifiers.  Hookblade of Skadi can be combined with Lifesteal Attack Modifiers."
		"DOTA_Tooltip_ability_item_skadi_2_Lore"									"Extremely rare artifact, guarded by the azure dragons."	
		"DOTA_Tooltip_ability_item_skadi_2_bonus_all_stats"						"+$all"
		"DOTA_Tooltip_ability_item_skadi_2_bonus_health"							"+$health"
		"DOTA_Tooltip_ability_item_skadi_2_bonus_mana"							"+$mana"
		"DOTA_Tooltip_ability_item_skadi_2_cold_movement_speed"					"%COLD MOVE SLOW:"
		"DOTA_Tooltip_ability_item_skadi_2_cold_attack_speed"						"COLD ATTACK SLOW:"
		"DOTA_Tooltip_ability_item_skadi_2_cold_duration_melee"						"COLD MELEE DURATION:"
		"DOTA_Tooltip_ability_item_skadi_2_damage"									"DAMAGE PER SEC:"
		"DOTA_Tooltip_ability_item_hand_of_midas_aoe_scepter"			"AOE SCEPTER <font color='#7d7d7d'>(Batman Only)</font>"
		"DOTA_Tooltip_ability_item_heart_2"												"Black Star"
		"DOTA_Tooltip_ability_item_heart_2_Description"									"Passive: Soul Restoration - Regenerate mana and health as a percentage of hero's maximum health if it's off cooldown. Taking hero damage puts Black Star on a 5 second cooldown."
		"DOTA_Tooltip_ability_item_heart_2_Lore"										"Azura's Star has always been famous for its dazzling beauty."	
		"DOTA_Tooltip_ability_item_heart_2_bonus_all_stats"								"+$all"
		"DOTA_Tooltip_ability_item_heart_2_health_regen_percent_per_second"				"%HEALTH IN SEC:"
		"DOTA_Tooltip_ability_item_heart_2_mana_reget_percent_per_second"				"%MANA IN SEC:"
		"DOTA_TOOLTIP_ABILITY_item_glimmers_armor" 						"Glimmer Armor"
		"DOTA_TOOLTIP_ABILITY_item_glimmers_armor_Description" 			"Activated: Glimpse - Hides the caster in magical shadows, giving him invisibility. The hero can not attack, but can use spells. While invisible, you cannot be damaged."
		"DOTA_TOOLTIP_ABILITY_item_glimmers_armor_Lore"					"Shadows, keeps us."
		"DOTA_TOOLTIP_ABILITY_item_glimmers_armor_bonus_damage"         "+$damage"
		"DOTA_TOOLTIP_ABILITY_item_glimmers_armor_bonus_armor"          "+$armor"
		"DOTA_TOOLTIP_ABILITY_item_glimmers_armor_bonus_health_regen"   "+$hp_regen"
		"DOTA_TOOLTIP_ABILITY_item_glimmers_armor_bonus_attack_speed"   "+$attack"
		"DOTA_TOOLTIP_ABILITY_item_glimmers_armor_windwalk_duration"    "DURATION:"
		"DOTA_Tooltip_ability_item_grand_magus_scepter"						"The Ra's Eclipsed Scepter"
		"DOTA_Tooltip_ability_item_grand_magus_scepter_Description"			"Activated: God's Knowledge - Improves the ability that can be improved. Do not combines a Aghanim's Scepter."
		"DOTA_Tooltip_ability_item_grand_magus_scepter_Lore"				"Staff of the person who carried the light of all living things."	
		"DOTA_Tooltip_ability_item_grand_magus_scepter_bonus_all_stats"		"+$all"
		"DOTA_Tooltip_ability_item_grand_magus_scepter_bonus_health"		"+$health"
